movie,time_minute,imdb_rating,metascore,vote,gross_earning,img_url,genres,summary
Shadow of a Doubt (1943),108 min,7.8,94        ,"66,452",-,"https://m.media-amazon.com/images/M/MV5BYzUyOGE2Y2EtYzI2My00MDcxLWFmNzYtYjMzN2NiMmMzMzAzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg","
Film-Noir, Thriller            ","
A teenage girl, overjoyed when her favorite uncle comes to visit the family in their quiet California town, slowly begins to suspect that he is in fact the ""Merry Widow"" killer sought by the authorities."
All About My Mother (1999),101 min,7.8,87        ,"97,929",$8.26M,"https://m.media-amazon.com/images/M/MV5BODMyYTc3YmItZDYwZC00ZmU1LTgyNGUtMDU4NDhiOWExNmU3XkEyXkFqcGdeQXVyMTI3ODAyMzE2._V1_UY98_CR3,0,67,98_AL_.jpg","
Drama            ","
Pedro Almodovar's Oscar-winning comedy (Best Foreign Film, 1999) about a bereaved mother, and overwrought actress, her jealous lover and a pregnant nun."
A Prophet (2009),155 min,7.8,90        ,"99,213",$2.08M,"https://m.media-amazon.com/images/M/MV5BMTUyMjQ1MTY5OV5BMl5BanBnXkFtZTcwNzY5NjExMw@@._V1_UY98_CR1,0,67,98_AL_.jpg","
Crime, Drama            ","
A young Algerian man is sent to a French prison."
Underground (1995),167 min,8.1,79        ,"58,917",$0.17M,"https://m.media-amazon.com/images/M/MV5BNzI4YTVmMWEtMWQ3MS00OGE1LWE5YjMtNjc4NWJmYjRmZTQyXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY98_CR0,0,67,98_AL_.jpg","
Comedy, Drama, Fantasy            ","
A group of Serbian socialists prepares for the war in a surreal underground filled by parties, tragedies, love, and hate."
Night on Earth (1991),129 min,7.7,68        ,"61,473",$2.02M,"https://m.media-amazon.com/images/M/MV5BOGNmMjBmZWEtOWYwZC00NGIzLTg0YWItMzkzMWMwOTU4YTViXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX67_CR0,0,67,98_AL_.jpg","
Comedy, Drama            ","
An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night."
The Vanishing (1988),107 min,7.7,-,"39,910",-,"https://m.media-amazon.com/images/M/MV5BNzczMWJlYTktMjJiZS00Y2ZjLTlhMWItMDg2NWFmZDY3YjdiXkEyXkFqcGdeQXVyNjUxMDQ0MTg@._V1_UX67_CR0,0,67,98_AL_.jpg","
Mystery, Thriller            ","
Rex and Saskia, a young couple in love, are on vacation. They stop at a busy service station and Saskia is abducted. After three years and no sign of Saskia, Rex begins receiving letters from the abductor."
Repulsion (1965),105 min,7.6,91        ,"54,038",-,"https://m.media-amazon.com/images/M/MV5BMzdiZmRhNGItMGZkMC00ZWQyLTg0ZjYtYTkwYzRhZjAwZjMwXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UX67_CR0,0,67,98_AL_.jpg","
Drama, Horror, Thriller            ","
A sex-repulsed woman who disapproves of her sister's boyfriend sinks into depression and has horrific visions of rape and violence."
The Invisible Man (1933),71 min,7.6,87        ,"36,491",-,"https://m.media-amazon.com/images/M/MV5BMjM0MTA0ODAyOF5BMl5BanBnXkFtZTgwNDYwNzkzMjE@._V1_UX67_CR0,0,67,98_AL_.jpg","
Horror, Sci-Fi            ","
A scientist finds a way of becoming invisible, but in doing so, he becomes murderously insane."
Nostalghia (1983),125 min,8.0,-,"27,618",$0.01M,"https://m.media-amazon.com/images/M/MV5BNzZhNWI1YTEtMjdiZi00YzQyLWE3MmUtOTU0YTRiMmM3OWFjXkEyXkFqcGdeQXVyMTAzMDg2MjMx._V1_UY98_CR1,0,67,98_AL_.jpg","
Drama            ","
A Russian poet and his interpreter travel to Italy researching the life of an 18th-century composer, and instead meet a ruminative madman who tells the poet how the world may be saved."
In Cold Blood (1967),134 min,7.9,89        ,"27,035",-,"https://m.media-amazon.com/images/M/MV5BOTg4OGY2NmEtZTZlMy00ZjM3LWIyZjAtMzQzMjI1MmI1OTRhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg","
Biography, Crime, Drama            ","
Two ex-cons murder a family in a robbery attempt, before going on the run from the authorities. The police try to piece together the details of the murder in an attempt to track down the killers."
The Man Who Would Be King (1975),129 min,7.8,91        ,"49,617",-,"https://m.media-amazon.com/images/M/MV5BZWQzYjBjZmQtZDFiOS00ZDQ1LWI4MDAtMDk1NGE1NDBhYjNhL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg","
Adventure, War            ","
Two former British soldiers in 1880s India decide to set themselves up as Kings in Kafiristan, a land where no white man has set foot since Alexander the Great."
About Elly (2009),119 min,7.9,87        ,"54,063",$0.11M,"https://m.media-amazon.com/images/M/MV5BMTQ0MzQxODQ0MV5BMl5BanBnXkFtZTgwNTQ0NzY4NDE@._V1_UX67_CR0,0,67,98_AL_.jpg","
Drama, Mystery            ","
The mysterious disappearance of a kindergarten teacher during a picnic in the north of Iran is followed by a series of misadventures for her fellow travelers."
Out of the Past (1947),97 min,8.0,85        ,"38,052",-,"https://m.media-amazon.com/images/M/MV5BMDE0MjYxYmMtM2VhMC00MjhiLTg5NjItMDkzZGM5MGVlYjMxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg","
Crime, Drama, Film-Noir            ","
A private eye escapes his past to run a gas station in a small town, but his past catches up with him. Now he must return to the big city world of danger, corruption, double crosses, and duplicitous dames."
Porco Rosso (1992),94 min,7.7,83        ,"91,055",-,"https://m.media-amazon.com/images/M/MV5BNTZjMDc2N2UtZTdjZi00ODljLTgyZmEtNDljZDAwODY4NDVhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg","
Animation, Adventure, Comedy            ","
In 1930s Italy, a veteran World War I pilot is cursed to look like an anthropomorphic pig."
The Adventures of Robin Hood (1938),102 min,7.9,97        ,"51,725",$3.98M,"https://m.media-amazon.com/images/M/MV5BYjZjOTU3MTMtYTM5YS00YjZmLThmNmMtODcwOTM1NmRiMWM2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg","
Action, Adventure, Romance            ","
When Prince John and the Norman Lords begin oppressing the Saxon masses in King Richard's absence in 1190s England, a Saxon lord fights back as the outlaw leader of a resistance movement."
"Quo Vadis, Aida? (2020)",101 min,8.0,97        ,"34,106",-,"https://m.media-amazon.com/images/M/MV5BNjMxMzAxMTUtNjY3Mi00MjZiLTgyYjMtNzAwZGI4YzViNGQxXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","
Drama, History, War            ","
Aida is a translator for the UN in the small town of Srebrenica. When the Serbian army takes over the town, her family is among the thousands of citizens looking for shelter in the UN camp."
The Broken Circle Breakdown (2012),111 min,7.7,70        ,"41,558",$0.18M,"https://m.media-amazon.com/images/M/MV5BMTQzMzg2Nzg2MF5BMl5BanBnXkFtZTgwNjUzNzIzMDE@._V1_UX67_CR0,0,67,98_AL_.jpg","
Drama, Music, Romance            ","
Elise and Didier fall in love at first sight, in spite of their differences. He talks, she listens. He's a romantic atheist, she's a religious realist. When their daughter becomes seriously ill, their love is put on trial."
Zindagi Na Milegi Dobara (2011),155 min,8.2,-,"79,440",$3.11M,"https://m.media-amazon.com/images/M/MV5BZGFmMjM5OWMtZTRiNC00ODhlLThlYTItYTcyZDMyYmMyYjFjXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY98_CR0,0,67,98_AL_.jpg","
Comedy, Drama, Musical            ","
Three friends decide to turn their fantasy vacation into reality after one of their friends gets engaged."
Pather Panchali (1955),125 min,8.3,-,"33,652",$0.54M,"https://m.media-amazon.com/images/M/MV5BMmFkNDY5OTktNzY3Yy00OTFlLThhNjktOTRhMmZjZmIxYjAxXkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_UX67_CR0,0,67,98_AL_.jpg","
Drama            ","
Impoverished priest Harihar Ray, dreaming of a better life for himself and his family, leaves his rural Bengal village in search of work."
Song of the Sea (2014),93 min,8.0,85        ,"59,176",$0.86M,"https://m.media-amazon.com/images/M/MV5BMTQ2MDMwNjEwNV5BMl5BanBnXkFtZTgwOTkxMzI0MzE@._V1_UY98_CR0,0,67,98_AL_.jpg","
Animation, Adventure, Drama            ","
Ben, a young Irish boy, and his little sister Saoirse, a girl who can turn into a seal, go on an adventure to free the fairies and save the spirit world."
The Message (1976),177 min,8.1,-,"48,190",-,"https://m.media-amazon.com/images/M/MV5BMjk3YjJmYTctMTAzZC00MzE4LWFlZGMtNDM5OTMyMDEzZWIxXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UX67_CR0,0,67,98_AL_.jpg","
Biography, Drama, History            ","
This epic historical drama chronicles the life and times of Prophet Muhammad and serves as an introduction to early Islamic history."
The Conformist (1970),113 min,7.9,100        ,"31,132",$0.54M,"https://m.media-amazon.com/images/M/MV5BM2JmMDZkYmEtYmVmNy00NTVmLTlkY2YtY2VkZGVjNjU1ZGI1XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg","
Drama            ","
A weak-willed Italian man becomes a fascist flunky who goes abroad to arrange the assassination of his old teacher, now a political dissident."
The Odd Couple (1968),105 min,7.6,86        ,"35,498",$44.53M,"https://m.media-amazon.com/images/M/MV5BZDVhNzQxZDEtMzcyZC00ZDg1LWFkZDctOWYxZTY0ZmYzYjc2XkEyXkFqcGdeQXVyMjA0MDQ0Mjc@._V1_UX67_CR0,0,67,98_AL_.jpg","
Comedy            ","
A New Yorker newly separated from his wife moves in with his best friend, a divorced sportswriter, but their ideas of housekeeping and lifestyles are as different as night and day."
Dersu Uzala (1975),142 min,8.2,-,"30,455",#245,"https://m.media-amazon.com/images/M/MV5BYWY0OWJlZTgtMWUzNy00MGJhLTk5YzQtNmY5MDEwOTIxNjMyXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg","
Adventure, Biography, Drama            ","
The Russian army sends an explorer on an expedition to the snowy Siberian wilderness where he makes friends with a seasoned local hunter."
Le Samouraï (1967),101 min,8.0,-,"52,400",$0.04M,"https://m.media-amazon.com/images/M/MV5BODJlZjg1NmQtNGE4MS00YTNiLWEzN2ItYTZiYjJmZTBiMWI4XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg","
Crime, Drama            ","
After professional hitman Jef Costello is seen by witnesses his efforts to provide himself an alibi drive him further into a corner."
3-Iron (2004),88 min,7.9,72        ,"55,750",$0.24M,"https://m.media-amazon.com/images/M/MV5BYzBmODdkMzItNTk0NS00MDc5LWFmZjgtNmNlZmNhMzFlMmQ3XkEyXkFqcGdeQXVyMTI3ODAyMzE2._V1_UY98_CR1,0,67,98_AL_.jpg","
Crime, Drama, Romance            ","
A transient young man breaks into empty homes to partake of the vacationing residents' lives for a few days."
The Diving Bell and the Butterfly (2007),112 min,8.0,92        ,"108,175",$5.99M,"https://m.media-amazon.com/images/M/MV5BMTc3MjkzMDkxN15BMl5BanBnXkFtZTcwODAyMTU1MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","
Biography, Drama            ","
The true story of Elle editor Jean-Dominique Bauby who suffers a stroke and has to live with an almost totally paralyzed body; only his left eye isn't paralyzed."
My Sassy Girl (2001),137 min,8.0,-,"48,657",-,"https://m.media-amazon.com/images/M/MV5BYzg2NDU2MWQtZmVlYy00YzY0LTg2ZGEtYjI5MDIzNGVjOWEyXkEyXkFqcGdeQXVyMTI1Mzg0ODA5._V1_UX67_CR0,0,67,98_AL_.jpg","
Comedy, Drama, Romance            ","
A young man sees a drunk, cute woman standing too close to the tracks at a metro station in Seoul and pulls her back. She ends up getting him into trouble repeatedly after that, starting on the train."
East of Eden (1955),118 min,7.8,72        ,"46,150",-,"https://m.media-amazon.com/images/M/MV5BMjVhYTE5NmUtNDJkNS00ZDY2LWFkMzYtY2YwZGZlMGNmYjVhXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg","
Drama            ","
Two brothers in 1910s California struggle to maintain their strict, Bible-toting father's favor as an old secret about their long-absent mother comes to light."
A Very Long Engagement (2004),133 min,7.6,76        ,"74,276",$6.17M,"https://m.media-amazon.com/images/M/MV5BZWI4ZTgwMzktNjk3Yy00OTlhLTg3YTAtMTA1MWVlMWJiOTRiXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX67_CR0,0,67,98_AL_.jpg","
Drama, Mystery, Romance            ","
Tells the story of a young woman's relentless search for her fiancé, who has disappeared from the trenches of the Somme during World War One."
The Chorus (2004),97 min,7.8,56        ,"63,168",$3.64M,"https://m.media-amazon.com/images/M/MV5BNzMxY2ZkY2UtZGE0Yi00MDFhLWEwNmEtNDE2MjNhMDYwNjliXkEyXkFqcGdeQXVyNzQzNzQxNzI@._V1_UY98_CR3,0,67,98_AL_.jpg","
Comedy, Drama, Music            ","
The new teacher at a severely administered boys' boarding school works to positively affect the students' lives through music."
Cape Fear (1962),106 min,7.7,76        ,"29,793",-,"https://m.media-amazon.com/images/M/MV5BOWNlMTJmMWUtYjk0MC00M2U4LWI1ODItZDgxNDZiODFmNjc5XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX67_CR0,0,67,98_AL_.jpg","
Drama, Thriller            ","
A lawyer's family is stalked by a man he once helped put in jail."
Kal Ho Naa Ho (2003),186 min,7.9,54        ,"70,251",$1.79M,"https://m.media-amazon.com/images/M/MV5BYmVjNDIxODAtNWZiZi00ZDBlLWJmOTUtNDNjMGExNTViMzE1XkEyXkFqcGdeQXVyNTE0MDc0NTM@._V1_UX67_CR0,0,67,98_AL_.jpg","
Comedy, Drama, Musical            ","
Naina, an introverted, perpetually depressed girl's life changes when she meets Aman. But Aman has a secret of his own which changes their lives forever. Embroiled in all this is Rohit, Naina's best friend who conceals his love for her."
The Sacrifice (1986),149 min,7.9,-,"28,796",$0.30M,"https://m.media-amazon.com/images/M/MV5BNTczNDE2YTItNjkwMC00YTNhLTkwMjAtOTIxYmIyZmI1MWUyXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_UX67_CR0,0,67,98_AL_.jpg","
Drama            ","
At the dawn of World War III, a man searches for a way to restore peace to the world and finds he must give something in return."
Batman: Mask of the Phantasm (1993),76 min,7.8,65        ,"52,071",$5.62M,"https://m.media-amazon.com/images/M/MV5BYTRiMWM3MGItNjAxZC00M2E3LThhODgtM2QwOGNmZGU4OWZhXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_UX67_CR0,0,67,98_AL_.jpg","
Animation, Action, Adventure            ","
Batman is wrongly implicated in a series of murders of mob bosses actually done by a new vigilante assassin."
Sardar Udham (2021),164 min,8.4,-,"42,798",-,"https://m.media-amazon.com/images/M/MV5BZGFhNTYwZmMtNzk4Ny00MTExLThjMWUtNjYzMTEwZjEzMWQ3XkEyXkFqcGdeQXVyMTI1NDEyNTM5._V1_UY98_CR5,0,67,98_AL_.jpg","
Biography, Crime, Drama            ","
A biopic detailing the 2 decades that Punjabi Sikh revolutionary Udham Singh spent planning the assassination of the man responsible for the Jallianwala Bagh massacre."
Winter Sleep (2014),196 min,8.1,88        ,"52,185",$0.17M,"https://m.media-amazon.com/images/M/MV5BYzE2MjEwMTQtOTQ2Mi00ZWExLTkyMjUtNmJjMjBlYWFjZDdlXkEyXkFqcGdeQXVyMTI3ODAyMzE2._V1_UY98_CR0,0,67,98_AL_.jpg","
Drama            ","
A hotel owner and landlord in a remote Turkish village deals with conflicts within his family and a tenant behind on his rent."
The Battle of Algiers (1966),121 min,8.1,96        ,"60,955",$0.06M,"https://m.media-amazon.com/images/M/MV5BN2M4YTA4ZTEtN2EyNy00YTlmLWE4YzYtYjYyYjRkMWM4ZDM0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg","
Drama, War            ","
In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government."
Veer Zaara (2004),192 min,7.8,67        ,"53,881",$2.92M,"https://m.media-amazon.com/images/M/MV5BY2VlOTc4ZjctYjVlMS00NDYwLWEwZjctZmYzZmVkNGU5NjNjXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY98_CR2,0,67,98_AL_.jpg","
Drama, Family, Musical            ","
""Veer-Zaara"" is a saga of love, separation, courage, and sacrifice. A love story that is an inspiration and will remain a legend forever."
The Motorcycle Diaries (2004),126 min,7.8,75        ,"102,021",$16.78M,"https://m.media-amazon.com/images/M/MV5BOTNmZTgyMzAtMTUwZC00NjAwLTk4MjktODllYTY5YTUwN2YwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg","
Adventure, Biography, Drama            ","
The dramatization of a motorcycle road trip Che Guevara went on in his youth that showed him his life's calling."
When Marnie Was There (2014),103 min,7.7,72        ,"41,562",$0.77M,"https://m.media-amazon.com/images/M/MV5BZTlmYTJmMWEtNDRhNy00ODc1LTg2OTMtMjk2ODJhNTA4YTE1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY98_CR0,0,67,98_AL_.jpg","
Animation, Drama, Family            ","
Due to 12 y.o. Anna's asthma, she's sent to stay with relatives of her guardian in the Japanese countryside. She likes to be alone, sketching. She befriends Marnie. Who is the mysterious, blonde Marnie."
Leviathan (2014),140 min,7.6,92        ,"54,147",$1.09M,"https://m.media-amazon.com/images/M/MV5BNDBhNmQ3MDYtZDFkYS00MWIwLTg4OGQtNTYxNGIwNGNhNjBmL2ltYWdlXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_UY98_CR1,0,67,98_AL_.jpg","
Crime, Drama            ","
In a Russian coastal town, Kolya is forced to fight the corrupt mayor when he is told that his house will be demolished. He recruits a lawyer friend to help, but the man's arrival brings further misfortune for Kolya and his family."
"Aguirre, the Wrath of God (1972)",95 min,7.8,-,"57,983",-,"https://m.media-amazon.com/images/M/MV5BMjRkY2VhYzMtZWQyNS00OTY2LWE5NTAtYjlhNmQyYzE5MmUxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg","
Action, Adventure, Biography            ","
In the 16th century, the ruthless and insane Don Lope de Aguirre leads a Spanish expedition in search of El Dorado."
Land of Mine (2015),100 min,7.8,75        ,"42,039",$0.44M,"https://m.media-amazon.com/images/M/MV5BMjA0MzQzNjM1Ml5BMl5BanBnXkFtZTgwNjM5MjU5NjE@._V1_UX67_CR0,0,67,98_AL_.jpg","
Drama, History, War            ","
In post-World War II Denmark, a group of young German POWs are forced to clear a beach of thousands of land mines under the watch of a Danish Sergeant who slowly learns to appreciate their plight."
Ninja Scroll (1993),94 min,7.8,-,"38,035",-,"https://m.media-amazon.com/images/M/MV5BNmEwYmQwOWYtOWE4Yy00ZWIxLTgwMGEtYTNiNDVlODcwYWVkXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","
Animation, Action, Adventure            ","
A vagabond swordsman is aided by a beautiful ninja girl and a crafty spy in confronting a demonic clan of killers - with a ghost from his past as their leader - who are bent on overthrowing the Tokugawa Shogunate."
My Name Is Khan (2010),165 min,7.9,50        ,"108,085",$4.02M,"https://m.media-amazon.com/images/M/MV5BMTUyMTA4NDYzMV5BMl5BanBnXkFtZTcwMjk5MzcxMw@@._V1_UX67_CR0,0,67,98_AL_.jpg","
Adventure, Drama, Romance            ","
An Indian Muslim man with Asperger's syndrome takes a challenge to speak to the President of the United States seriously and embarks on a cross-country journey."
I Remember (1973),123 min,7.9,-,"44,197",$0.58M,"https://m.media-amazon.com/images/M/MV5BZTUyYTBkZTgtZTg4MC00MjIzLWJjZDgtN2M4YWRkNGY5MDlmXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UX67_CR0,0,67,98_AL_.jpg","
Comedy, Drama            ","
A series of comedic and nostalgic vignettes set in a 1930s Italian coastal town."
Chhichhore (2019),143 min,8.3,-,"55,390",$0.90M,"https://m.media-amazon.com/images/M/MV5BYjg2ZDI2YTYtN2EwYi00YWI5LTgyMWQtMWFkYmE3NmJkOGVhXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY98_CR0,0,67,98_AL_.jpg","
Comedy, Drama, Romance            ","
A tragic incident forces Anirudh, a middle-aged man, to take a trip down memory lane and reminisce his college days along with his friends, who were labelled as losers."
Head-On (2004),121 min,7.9,78        ,"54,808",-,"https://m.media-amazon.com/images/M/MV5BODBiNzYxNzYtMjkyMi00MjUyLWJkM2YtZjNkMDhhYmEwMTRiL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY98_CR1,0,67,98_AL_.jpg","
Drama, Romance            ","
With the intention to break free from the strict familial restrictions, a suicidal young woman sets up a marriage of convenience with a forty-year-old addict, an act that will lead to an outburst of envious love."
A Man for All Seasons (1966),120 min,7.7,72        ,"35,066",$28.35M,"https://m.media-amazon.com/images/M/MV5BMTRjOTA1NzctNzFmMy00ZjcwLWExYjgtYWQyZDM5ZWY1Y2JlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","
Biography, Drama, History            ","
The story of Sir Thomas More, who stood up to King Henry VIII when the King rejected the Roman Catholic Church to obtain a divorce and remarry."
Sunrise (1927),94 min,8.1,95        ,"51,548",$0.54M,"https://m.media-amazon.com/images/M/MV5BNDVkYmYwM2ItNzRiMy00NWQ4LTlhMjMtNDI1ZDYyOGVmMzJjXkEyXkFqcGdeQXVyNTgzMzU5MDI@._V1_UX67_CR0,0,67,98_AL_.jpg","
Drama, Romance            ","
A sophisticated urban woman seduces a farmer in the hopes that he will murder his neglected wife and join her in the city, but he ends up rekindling his romance with his wife when she discovers their scheme."
